index,subject_idx,method,experiment,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVSD,HRV_CVNN,HRV_TINN,HRV_HTI,HRV_SDRMSSD,HRV_pNN20,HRV_pNN50,HRV_SDRMSSD,HRV_IQRNN,HRV_LF,HRV_HF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_SampEn,HRV_TP
0,0,Elgendi_et_al,sitting,858.3478260869565,59.62947051889438,44.21975645923289,44.38194427065417,0.0515172930079199,0.0694700548036962,250.0,12.545454545454543,1.3484803014206563,58.69565217391305,22.463768115942027,1.3484803014206563,68.0,0.0224819632619137,0.0192427436568169,1.168334602532073,0.5345102785881336,0.4574976016542831,-3.950621242205572,31.382773756023,78.4770944804508,0.3998972434414053,1.6397432619294292,0.042060862367882
1,0,Matched_filter,sitting,839.6901408450705,112.35109503066693,60.21144774639049,60.41880179995504,0.0717067461168392,0.1338006599882141,562.5,11.833333333333334,1.865942428487813,61.267605633802816,23.943661971830984,1.865942428487813,75.0,0.0175756641746054,0.0145162764237556,1.2107556828997228,0.5424200613771598,0.4480012516464761,-4.2324847471179625,42.72254446391418,152.7250026805336,0.2797351037097714,1.0851289383308227,0.0324023122042763
2,0,Wavelet_transform,sitting,853.9714285714285,76.56435134724957,67.64188392136676,67.80237094363402,0.0792086030729645,0.0896568067567913,640.625,14.0,1.1319074352845513,57.85714285714286,29.28571428571429,1.1319074352845513,72.0,0.0173513785998892,0.0182088975693573,0.9529065960088005,0.4677832383750091,0.4909014591086837,-4.0058449269238094,47.943516274769344,85.80535083359037,0.5587473952265551,1.5793604571968227,0.0370927754063285
3,0,Christov,sitting,857.8992805755396,59.5272796998501,43.56837039126808,43.725696427687936,0.0507849480442964,0.0693872591429555,171.875,10.692307692307692,1.366295759177178,61.87050359712231,20.863309352517987,1.366295759177178,68.0,0.0224233393201588,0.0185973392340631,1.2057283591992485,0.5425088462048983,0.449942843316044,-3.984736760427973,30.918736456122534,78.343302966141,0.3946570451527328,1.8061482066801544,0.0413326703832029
4,0,Hamilton,sitting,853.1142857142858,74.83325211286947,65.76609959633541,66.00394613214515,0.0770894365474978,0.0877177341488473,468.75,12.727272727272728,1.1378697014447745,69.28571428571428,36.42857142857142,1.1378697014447745,76.0,0.0213037369001985,0.0183739246328759,1.1594548974082746,0.5231934056187372,0.4512408432516258,-3.996822758976698,46.67183789511142,95.2918657211083,0.4897777742300311,1.750516510694006,0.0407186647832542
5,0,Pan_Tompkins,sitting,854.2285714285714,84.75409566361647,94.51793632834872,94.79105316312707,0.1106471259446185,0.0992171164702179,500.0,11.666666666666666,0.8966985416311529,78.57142857142857,54.285714285714285,0.8966985416311529,96.0,0.0181246374377248,0.0185728799841618,0.9758657490481162,0.4631477792262507,0.4746019415867568,-3.986052827642326,67.0273964874617,90.040512667269,0.744413758894857,1.330204894468847,0.0391335946120791
6,0,WQRS,sitting,831.2222222222222,472.6548208180888,367.3058213989624,366.85249042243686,0.4418864313047269,0.5686263049542574,0.0,11.076923076923077,1.2868154907479612,64.58333333333334,38.19444444444444,1.2868154907479612,88.0,0.0041850859810485,0.0175715114126247,0.2381745020545968,0.1713891661777405,0.719594938581851,-4.041476358136526,259.403883672878,448.9907603130039,0.5777488238110744,0.2203085623396448,0.0244186145156245
7,0,Elgendi_et_al,maths,836.4788732394367,54.70328971007488,59.259736010690574,59.47066742258694,0.070844271034838,0.0653970966394227,218.75,12.909090909090908,0.9231105872663068,80.28169014084507,35.2112676056338,0.9231105872663068,71.0,0.0453840853405682,0.0347271015512367,1.3068780092000505,0.5163227806242535,0.3950810840717248,-3.360234872338949,42.05211221620112,65.00283837618544,0.6469273229706752,2.512305623976115,0.0878986692891939
8,0,Matched_filter,maths,835.1888111888112,101.98100838446337,144.8394934858564,145.31893561283604,0.1734212570205427,0.1221053335703853,546.875,13.0,0.7040966930364323,79.02097902097903,37.76223776223776,0.7040966930364323,76.0,0.0437363193709351,0.0333998207839469,1.3094776661782663,0.5123318342657452,0.3912490052319828,-3.3992047447639706,102.75600480664762,96.5827135536524,1.0639171444439268,1.350743376855572,0.0853671711296574
9,0,Wavelet_transform,maths,835.020979020979,71.44893463870962,92.63771628701367,92.93158823510394,0.1109405854636452,0.0855654365983474,406.25,13.0,0.7712726252592824,81.81818181818183,47.55244755244755,0.7712726252592824,88.0,0.0480320904521573,0.042827801004472,1.1215166159743255,0.4227326248699808,0.3769294354169945,-3.150567831085437,65.71255622747798,68.62296683520034,0.957588388524329,2.02595285672885,0.1136228614172622
